,GMIS.Region,GMIS.Division,Position,Total.Filled,Total.Unfilled,Total.Authorized,Filling.Up.Rate
320,Cordillera Administrative Region (CAR),Division of Kalinga,Head Teacher III,34,0,34,100
321,Cordillera Administrative Region (CAR),Division of Kalinga,Head Teacher V,1,0,1,100
322,Cordillera Administrative Region (CAR),Division of Kalinga,Head Teacher VI,2,0,2,100
323,Cordillera Administrative Region (CAR),Division of Kalinga,Information Technology Officer I,1,0,1,100
324,Cordillera Administrative Region (CAR),Division of Kalinga,Librarian II,1,0,1,100
325,Cordillera Administrative Region (CAR),Division of Kalinga,Master Teacher I,86,0,86,100
326,Cordillera Administrative Region (CAR),Division of Kalinga,Master Teacher II,51,1,52,98.08
327,Cordillera Administrative Region (CAR),Division of Kalinga,Master Teacher III,3,0,3,100
328,Cordillera Administrative Region (CAR),Division of Kalinga,Medical Officer III,1,0,1,100
329,Cordillera Administrative Region (CAR),Division of Kalinga,Nurse II,20,1,21,95.24
330,Cordillera Administrative Region (CAR),Division of Kalinga,Planning Officer III,1,0,1,100
331,Cordillera Administrative Region (CAR),Division of Kalinga,Project Development Officer I,9,0,9,100
332,Cordillera Administrative Region (CAR),Division of Kalinga,Project Development Officer II,2,0,2,100
333,Cordillera Administrative Region (CAR),Division of Kalinga,Public Schools District Supervisor,10,0,10,100
334,Cordillera Administrative Region (CAR),Division of Kalinga,School Librarian III,3,0,3,100
335,Cordillera Administrative Region (CAR),Division of Kalinga,School Principal I,51,0,51,100
336,Cordillera Administrative Region (CAR),Division of Kalinga,School Principal II,14,1,15,93.33
337,Cordillera Administrative Region (CAR),Division of Kalinga,School Principal III,1,0,1,100
338,Cordillera Administrative Region (CAR),Division of Kalinga,Schools Division Superintendent,1,0,1,100
339,Cordillera Administrative Region (CAR),Division of Kalinga,Security Guard I,9,2,11,81.82
340,Cordillera Administrative Region (CAR),Division of Kalinga,Senior Education Program Specialist,4,0,4,100
341,Cordillera Administrative Region (CAR),Division of Kalinga,Special Education Teacher I,3,1,4,75
342,Cordillera Administrative Region (CAR),Division of Kalinga,Teacher I,271,10,281,96.44
343,Cordillera Administrative Region (CAR),Division of Kalinga,Teacher II,157,4,161,97.52
344,Cordillera Administrative Region (CAR),Division of Kalinga,Teacher III,970,3,973,99.69
345,Cordillera Administrative Region (CAR),Division of Kalinga,Watchman I,5,0,5,100
346,Cordillera Administrative Region (CAR),Division of Mt. Province,Accountant III,1,0,1,100
347,Cordillera Administrative Region (CAR),Division of Mt. Province,Administrative Aide I,22,3,25,88
348,Cordillera Administrative Region (CAR),Division of Mt. Province,Administrative Aide II,1,0,1,100
349,Cordillera Administrative Region (CAR),Division of Mt. Province,Administrative Aide III,11,0,11,100
350,Cordillera Administrative Region (CAR),Division of Mt. Province,Administrative Aide IV,5,2,7,71.43
351,Cordillera Administrative Region (CAR),Division of Mt. Province,Administrative Aide VI,7,1,8,87.5
352,Cordillera Administrative Region (CAR),Division of Mt. Province,Administrative Assistant I,1,0,1,100
353,Cordillera Administrative Region (CAR),Division of Mt. Province,Administrative Assistant II,56,8,64,87.5
354,Cordillera Administrative Region (CAR),Division of Mt. Province,Administrative Assistant III,61,4,65,93.85
355,Cordillera Administrative Region (CAR),Division of Mt. Province,Administrative Officer I,7,1,8,87.5
356,Cordillera Administrative Region (CAR),Division of Mt. Province,Administrative Officer II,106,95,201,52.74
357,Cordillera Administrative Region (CAR),Division of Mt. Province,Administrative Officer IV,8,0,8,100
358,Cordillera Administrative Region (CAR),Division of Mt. Province,Administrative Officer V,2,0,2,100
359,Cordillera Administrative Region (CAR),Division of Mt. Province,Assistant Schools Division Superintendent,1,0,1,100
360,Cordillera Administrative Region (CAR),Division of Mt. Province,Attorney III,1,0,1,100
361,Cordillera Administrative Region (CAR),Division of Mt. Province,Chief Education Supervisor,2,0,2,100
362,Cordillera Administrative Region (CAR),Division of Mt. Province,Communications Equipment Operator III,1,0,1,100
363,Cordillera Administrative Region (CAR),Division of Mt. Province,Dentist II,2,0,2,100
364,Cordillera Administrative Region (CAR),Division of Mt. Province,Education Program Specialist II,5,0,5,100
365,Cordillera Administrative Region (CAR),Division of Mt. Province,Education Program Supervisor,11,0,11,100
366,Cordillera Administrative Region (CAR),Division of Mt. Province,Engineer III,1,0,1,100
367,Cordillera Administrative Region (CAR),Division of Mt. Province,Farm Worker I,2,1,3,66.67
368,Cordillera Administrative Region (CAR),Division of Mt. Province,Guidance Counselor III,2,3,5,40
369,Cordillera Administrative Region (CAR),Division of Mt. Province,Head Teacher I,43,2,45,95.56
370,Cordillera Administrative Region (CAR),Division of Mt. Province,Head Teacher II,3,0,3,100
371,Cordillera Administrative Region (CAR),Division of Mt. Province,Head Teacher III,57,3,60,95
372,Cordillera Administrative Region (CAR),Division of Mt. Province,Head Teacher VI,1,0,1,100
373,Cordillera Administrative Region (CAR),Division of Mt. Province,Information Technology Officer I,1,0,1,100
374,Cordillera Administrative Region (CAR),Division of Mt. Province,Librarian II,1,0,1,100
375,Cordillera Administrative Region (CAR),Division of Mt. Province,Light Equipment Operator,1,0,1,100
376,Cordillera Administrative Region (CAR),Division of Mt. Province,Master Teacher I,134,5,139,96.4
377,Cordillera Administrative Region (CAR),Division of Mt. Province,Master Teacher II,47,5,52,90.38
378,Cordillera Administrative Region (CAR),Division of Mt. Province,Master Teacher III,3,0,3,100
379,Cordillera Administrative Region (CAR),Division of Mt. Province,Medical Officer III,1,0,1,100
380,Cordillera Administrative Region (CAR),Division of Mt. Province,Nurse II,30,1,31,96.77
381,Cordillera Administrative Region (CAR),Division of Mt. Province,Planning Officer III,1,0,1,100
382,Cordillera Administrative Region (CAR),Division of Mt. Province,Project Development Officer I,13,0,13,100
383,Cordillera Administrative Region (CAR),Division of Mt. Province,Project Development Officer II,2,0,2,100
384,Cordillera Administrative Region (CAR),Division of Mt. Province,Public Schools District Supervisor,10,0,10,100
385,Cordillera Administrative Region (CAR),Division of Mt. Province,Registrar I,2,0,2,100
386,Cordillera Administrative Region (CAR),Division of Mt. Province,School Farming Coordinator III,1,0,1,100
387,Cordillera Administrative Region (CAR),Division of Mt. Province,School Librarian I,1,0,1,100
388,Cordillera Administrative Region (CAR),Division of Mt. Province,School Librarian III,3,0,3,100
389,Cordillera Administrative Region (CAR),Division of Mt. Province,School Principal I,80,2,82,97.56
390,Cordillera Administrative Region (CAR),Division of Mt. Province,School Principal II,16,1,17,94.12
391,Cordillera Administrative Region (CAR),Division of Mt. Province,School Principal III,3,0,3,100
392,Cordillera Administrative Region (CAR),Division of Mt. Province,School Principal IV,1,0,1,100
393,Cordillera Administrative Region (CAR),Division of Mt. Province,Security Guard I,11,1,12,91.67
394,Cordillera Administrative Region (CAR),Division of Mt. Province,Security Guard II,1,0,1,100
395,Cordillera Administrative Region (CAR),Division of Mt. Province,Senior Education Program Specialist,3,1,4,75
396,Cordillera Administrative Region (CAR),Division of Mt. Province,Special Education Teacher I,8,2,10,80
397,Cordillera Administrative Region (CAR),Division of Mt. Province,Special Education Teacher II,3,0,3,100
398,Cordillera Administrative Region (CAR),Division of Mt. Province,Special Education Teacher III,2,0,2,100
399,Cordillera Administrative Region (CAR),Division of Mt. Province,Special Science Teacher I,4,2,6,66.67
400,Cordillera Administrative Region (CAR),Division of Mt. Province,Teacher I,443,53,496,89.31
401,Cordillera Administrative Region (CAR),Division of Mt. Province,Teacher II,374,12,386,96.89
402,Cordillera Administrative Region (CAR),Division of Mt. Province,Teacher III,1234,22,1256,98.25
403,Cordillera Administrative Region (CAR),Division of Mt. Province,Telegram Carrier,1,0,1,100
404,Cordillera Administrative Region (CAR),Division of Mt. Province,Watchman I,6,0,6,100
405,Cordillera Administrative Region (CAR),Division of Tabuk City,Accountant I,1,0,1,100
406,Cordillera Administrative Region (CAR),Division of Tabuk City,Accountant III,1,0,1,100
407,Cordillera Administrative Region (CAR),Division of Tabuk City,Administrative Aide I,6,0,6,100
408,Cordillera Administrative Region (CAR),Division of Tabuk City,Administrative Aide II,1,0,1,100
409,Cordillera Administrative Region (CAR),Division of Tabuk City,Administrative Aide III,4,0,4,100
410,Cordillera Administrative Region (CAR),Division of Tabuk City,Administrative Aide IV,3,0,3,100
411,Cordillera Administrative Region (CAR),Division of Tabuk City,Administrative Aide VI,8,0,8,100
412,Cordillera Administrative Region (CAR),Division of Tabuk City,Administrative Assistant I,1,0,1,100
413,Cordillera Administrative Region (CAR),Division of Tabuk City,Administrative Assistant II,12,15,27,44.44
414,Cordillera Administrative Region (CAR),Division of Tabuk City,Administrative Assistant III,22,4,26,84.62
415,Cordillera Administrative Region (CAR),Division of Tabuk City,Administrative Officer I,3,1,4,75
416,Cordillera Administrative Region (CAR),Division of Tabuk City,Administrative Officer II,104,0,104,100
417,Cordillera Administrative Region (CAR),Division of Tabuk City,Administrative Officer IV,5,0,5,100
418,Cordillera Administrative Region (CAR),Division of Tabuk City,Administrative Officer V,2,0,2,100
419,Cordillera Administrative Region (CAR),Division of Tabuk City,Assistant School Principal II,2,0,2,100
420,Cordillera Administrative Region (CAR),Division of Tabuk City,Assistant Schools Division Superintendent,1,0,1,100
421,Cordillera Administrative Region (CAR),Division of Tabuk City,Attorney III,1,0,1,100
422,Cordillera Administrative Region (CAR),Division of Tabuk City,Chief Education Supervisor,2,0,2,100
423,Cordillera Administrative Region (CAR),Division of Tabuk City,Dentist II,2,0,2,100
424,Cordillera Administrative Region (CAR),Division of Tabuk City,Education Program Specialist II,5,0,5,100
425,Cordillera Administrative Region (CAR),Division of Tabuk City,Education Program Supervisor,11,0,11,100
426,Cordillera Administrative Region (CAR),Division of Tabuk City,Engineer III,1,0,1,100
427,Cordillera Administrative Region (CAR),Division of Tabuk City,Guidance Counselor I,1,1,2,50
428,Cordillera Administrative Region (CAR),Division of Tabuk City,Guidance Counselor III,1,0,1,100
429,Cordillera Administrative Region (CAR),Division of Tabuk City,Head Teacher I,16,1,17,94.12
430,Cordillera Administrative Region (CAR),Division of Tabuk City,Head Teacher II,6,0,6,100
431,Cordillera Administrative Region (CAR),Division of Tabuk City,Head Teacher III,26,0,26,100
432,Cordillera Administrative Region (CAR),Division of Tabuk City,Head Teacher V,1,0,1,100
433,Cordillera Administrative Region (CAR),Division of Tabuk City,Head Teacher VI,9,0,9,100
434,Cordillera Administrative Region (CAR),Division of Tabuk City,Information Technology Officer I,1,0,1,100
435,Cordillera Administrative Region (CAR),Division of Tabuk City,Librarian II,1,0,1,100
436,Cordillera Administrative Region (CAR),Division of Tabuk City,Master Teacher I,80,0,80,100
437,Cordillera Administrative Region (CAR),Division of Tabuk City,Master Teacher II,52,0,52,100
438,Cordillera Administrative Region (CAR),Division of Tabuk City,Master Teacher III,1,0,1,100
439,Cordillera Administrative Region (CAR),Division of Tabuk City,Mechanical Plant Operator II,1,0,1,100
440,Cordillera Administrative Region (CAR),Division of Tabuk City,Medical Officer III,1,0,1,100
441,Cordillera Administrative Region (CAR),Division of Tabuk City,Nurse II,12,0,12,100
442,Cordillera Administrative Region (CAR),Division of Tabuk City,Planning Officer III,1,0,1,100
443,Cordillera Administrative Region (CAR),Division of Tabuk City,Project Development Officer I,5,0,5,100
444,Cordillera Administrative Region (CAR),Division of Tabuk City,Project Development Officer II,2,0,2,100
445,Cordillera Administrative Region (CAR),Division of Tabuk City,Public Schools District Supervisor,10,0,10,100
446,Cordillera Administrative Region (CAR),Division of Tabuk City,Registrar I,2,0,2,100
447,Cordillera Administrative Region (CAR),Division of Tabuk City,School Librarian II,1,0,1,100
448,Cordillera Administrative Region (CAR),Division of Tabuk City,School Principal I,37,0,37,100
449,Cordillera Administrative Region (CAR),Division of Tabuk City,School Principal II,3,1,4,75
450,Cordillera Administrative Region (CAR),Division of Tabuk City,School Principal III,6,0,6,100
451,Cordillera Administrative Region (CAR),Division of Tabuk City,School Principal IV,2,0,2,100
452,Cordillera Administrative Region (CAR),Division of Tabuk City,Schools Division Superintendent,1,0,1,100
453,Cordillera Administrative Region (CAR),Division of Tabuk City,Security Guard I,9,0,9,100
454,Cordillera Administrative Region (CAR),Division of Tabuk City,Security Guard II,2,0,2,100
455,Cordillera Administrative Region (CAR),Division of Tabuk City,Senior Education Program Specialist,4,0,4,100
456,Cordillera Administrative Region (CAR),Division of Tabuk City,Special Education Teacher I,17,0,17,100
457,Cordillera Administrative Region (CAR),Division of Tabuk City,Special Education Teacher II,4,0,4,100
458,Cordillera Administrative Region (CAR),Division of Tabuk City,Special Science Teacher I,3,0,3,100
459,Cordillera Administrative Region (CAR),Division of Tabuk City,Teacher I,211,11,222,95.05
